HCPCS Code,Short Descriptor,SI,APC ,Relative Weight,Payment Rate ,National Unadjusted Copayment ,Minimum Unadjusted Copayment ,Column1,Column2,Column3
65260,Remove foreign body from eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65265,Remove foreign body from eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65270,Repair of eye wound,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65272,Repair of eye wound,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65273,Repair of eye wound,C,,,,,,,,
65275,Repair of eye wound,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
65280,Repair of eye wound,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65285,Repair of eye wound,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65286,Repair of eye wound,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65290,Repair of eye socket wound,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
65400,Removal of eye lesion,T,5502,9.9881,$806.97,.,$161.40,,,
65410,Biopsy of cornea,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65420,Removal of eye lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65426,Removal of eye lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65430,Corneal smear,Q1,5735,4.5003,$363.59,.,$72.72,,,
65435,Curette/treat cornea,T,5502,9.9881,$806.97,.,$161.40,,,
65436,Curette/treat cornea,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65450,Treatment of corneal lesion,T,5501,3.3479,$270.49,.,$54.10,,,
65600,Revision of cornea,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65710,Corneal transplant,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65730,Corneal transplant,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65750,Corneal transplant,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65755,Corneal transplant,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65756,Corneal trnspl endothelial,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65757,Prep corneal endo allograft,N,,,,,,,,
65760,Revision of cornea,E1,,,,,,,,
65765,Revision of cornea,E1,,,,,,,,
65767,Corneal tissue transplant,E1,,,,,,,,
65770,Revise cornea with implant,J1,5493,76.7308,"$6,199.31",.,"$1,239.87",,,
65771,Radial keratotomy,E1,,,,,,,,
65772,Correction of astigmatism,T,5502,9.9881,$806.97,.,$161.40,,,
65775,Correction of astigmatism,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
65778,Cover eye w/membrane,Q2,5502,9.9881,$806.97,.,$161.40,,,
65779,Cover eye w/membrane suture,Q2,5504,38.7046,"$3,127.06",.,$625.42,,,
65780,Ocular reconst transplant,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
65781,Ocular reconst transplant,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65782,Ocular reconst transplant,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
65785,Impltj ntrstrml crnl rng seg,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65800,Drainage of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65810,Drainage of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65815,Drainage of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65820,Relieve inner eye pressure,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65850,Incision of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65855,Trabeculoplasty laser surg,T,5481,6.2744,$506.93,$101.51,$101.39,,,
65860,Incise inner eye adhesions,T,5481,6.2744,$506.93,$101.51,$101.39,,,
65865,Incise inner eye adhesions,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65870,Incise inner eye adhesions,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65875,Incise inner eye adhesions,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65880,Incise inner eye adhesions,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
65900,Remove eye lesion,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65920,Remove implant of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
65930,Remove blood clot from eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66020,Injection treatment of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66030,Injection treatment of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66130,Remove eye lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
66150,Glaucoma surgery,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66155,Glaucoma surgery,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66160,Glaucoma surgery,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66170,Glaucoma surgery,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66172,Incision of eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66174,Translum dil eye canal,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66175,Trnslum dil eye canal w/stnt,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66179,Aqueous shunt eye w/o graft,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66180,Aqueous shunt eye w/graft,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66183,Insert ant drainage device,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66184,Revision of aqueous shunt,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66185,Revise aqueous shunt eye,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66225,Repair/graft eye lesion,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66250,Follow-up surgery of eye,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
66500,Incision of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66505,Incision of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66600,Remove iris and lesion,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66605,Removal of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66625,Removal of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66630,Removal of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66635,Removal of iris,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66680,Repair iris & ciliary body,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66682,Repair iris & ciliary body,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66700,Destruction ciliary body,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66710,Ciliary transsleral therapy,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
66711,Ecp ciliary body destruction,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66720,Destruction ciliary body,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
66740,Destruction ciliary body,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
66761,Revision of iris,T,5481,6.2744,$506.93,$101.51,$101.39,,,
66762,Revision of iris,T,5481,6.2744,$506.93,$101.51,$101.39,,,
66770,Removal of inner eye lesion,T,5481,6.2744,$506.93,$101.51,$101.39,,,
66820,Incision secondary cataract,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66821,After cataract laser surgery,T,5481,6.2744,$506.93,$101.51,$101.39,,,
66825,Reposition intraocular lens,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66830,Removal of lens lesion,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66840,Removal of lens material,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66850,Removal of lens material,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66852,Removal of lens material,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66920,Extraction of lens,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66930,Extraction of lens,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66940,Extraction of lens,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66982,Xcapsl ctrc rmvl cplx wo ecp,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66983,Cataract surg w/iol 1 stage,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66984,Xcapsl ctrc rmvl w/o ecp,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66985,Insert lens prosthesis,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66986,Exchange lens prosthesis,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
66987,Xcapsl ctrc rmvl cplx w/ecp,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66988,Xcapsl ctrc rmvl w/ecp,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
66990,Ophthalmic endoscope add-on,N,,,,,,,,
66999,Eye surgery procedure,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67005,Partial removal of eye fluid,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67010,Partial removal of eye fluid,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67015,Release of eye fluid,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67025,Replace eye fluid,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67027,Implant eye drug system,J1,5494,159.3718,"$12,876.13",.,"$2,575.23",*,,
67028,Injection eye drug,S,5694,3.8320,$309.60,.,$61.92,,,
67030,Incise inner eye strands,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67031,Laser surgery eye strands,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67036,Removal of inner eye fluid,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67039,Laser treatment of retina,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67040,Laser treatment of retina,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67041,Vit for macular pucker,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67042,Vit for macular hole,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67043,Vit for membrane dissect,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67101,Repair detached retina crtx,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67105,Repair detached retina pc,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67107,Repair detached retina,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67108,Repair detached retina,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67110,Repair detached retina,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67113,Repair retinal detach cplx,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67115,Release encircling material,J1,5492,47.2606,"$3,818.33",.,$763.67,,,
67120,Remove eye implant material,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67121,Remove eye implant material,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67141,Treatment of retina,T,5501,3.3479,$270.49,.,$54.10,,,
67145,Treatment of retina,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67208,Treatment of retinal lesion,T,5501,3.3479,$270.49,.,$54.10,,,
67210,Treatment of retinal lesion,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67218,Treatment of retinal lesion,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67220,Treatment of choroid lesion,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67221,Ocular photodynamic ther,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67225,Eye photodynamic ther add-on,N,,,,,,,,
67227,Dstrj extensive retinopathy,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67228,Treatment x10sv retinopathy,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67229,Tr retinal les preterm inf,T,5481,6.2744,$506.93,$101.51,$101.39,,,
67250,Reinforce eye wall,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67255,Reinforce/graft eye wall,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67299,Eye surgery procedure,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
67311,Revise eye muscle,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67312,Revise two eye muscles,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67314,Revise eye muscle,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67316,Revise two eye muscles,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67318,Revise eye muscle(s),J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67320,Revise eye muscle(s) add-on,N,,,,,,,,
67331,Eye surgery follow-up add-on,N,,,,,,,,
67332,Rerevise eye muscles add-on,N,,,,,,,,
67334,Revise eye muscle w/suture,N,,,,,,,,
67335,Eye suture during surgery,N,,,,,,,,
67340,Revise eye muscle add-on,N,,,,,,,,
67343,Release eye tissue,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67345,Destroy nerve of eye muscle,T,5501,3.3479,$270.49,.,$54.10,,,
67346,Biopsy eye muscle,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67399,Unlisted px extraocular musc,T,5501,3.3479,$270.49,.,$54.10,,,
67400,Explore/biopsy eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67405,Explore/drain eye socket,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67412,Explore/treat eye socket,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67413,Explore/treat eye socket,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67414,Explr/decompress eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67415,Aspiration orbital contents,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67420,Explore/treat eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67430,Explore/treat eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67440,Explore/drain eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67445,Explr/decompress eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67450,Explore/biopsy eye socket,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67500,Inject/treat eye socket,T,5501,3.3479,$270.49,.,$54.10,,,
67505,Inject/treat eye socket,T,5501,3.3479,$270.49,.,$54.10,,,
67515,Inject/treat eye socket,T,5501,3.3479,$270.49,.,$54.10,,,
67550,Insert eye socket implant,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67560,Revise eye socket implant,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67570,Decompress optic nerve,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67599,Orbit surgery procedure,T,5501,3.3479,$270.49,.,$54.10,,,
67700,Drainage of eyelid abscess,T,5501,3.3479,$270.49,.,$54.10,,,
67710,Incision of eyelid,T,5502,9.9881,$806.97,.,$161.40,,,
67715,Incision of eyelid fold,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67800,Remove eyelid lesion,T,5501,3.3479,$270.49,.,$54.10,,,
67801,Remove eyelid lesions,T,5502,9.9881,$806.97,.,$161.40,,,
67805,Remove eyelid lesions,T,5501,3.3479,$270.49,.,$54.10,,,
67808,Remove eyelid lesion(s),J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67810,Biopsy eyelid & lid margin,T,5501,3.3479,$270.49,.,$54.10,,,
67820,Revise eyelashes,Q1,5734,1.3495,$109.03,.,$21.81,,,
67825,Revise eyelashes,T,5501,3.3479,$270.49,.,$54.10,,,
67830,Revise eyelashes,T,5502,9.9881,$806.97,.,$161.40,,,
67835,Revise eyelashes,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67840,Remove eyelid lesion,T,5502,9.9881,$806.97,.,$161.40,,,
67850,Treat eyelid lesion,T,5502,9.9881,$806.97,.,$161.40,,,
67875,Closure of eyelid by suture,T,5502,9.9881,$806.97,.,$161.40,,,
67880,Revision of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67882,Revision of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67900,Repair brow defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67901,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67902,Repair eyelid defect,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67903,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67904,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67906,Repair eyelid defect,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67908,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67909,Revise eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67911,Revise eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67912,Correction eyelid w/implant,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67914,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67915,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67916,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67917,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67921,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67922,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67923,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67924,Repair eyelid defect,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67930,Repair eyelid wound,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67935,Repair eyelid wound,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67938,Remove eyelid foreign body,T,5501,3.3479,$270.49,.,$54.10,,,
67950,Revision of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67961,Revision of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67966,Revision of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67971,Reconstruction of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67973,Reconstruction of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67974,Reconstruction of eyelid,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
67975,Reconstruction of eyelid,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
67999,Revision of eyelid,T,5501,3.3479,$270.49,.,$54.10,,,
68020,Incise/drain eyelid lining,T,5502,9.9881,$806.97,.,$161.40,,,
68040,Treatment of eyelid lesions,T,5501,3.3479,$270.49,.,$54.10,,,
68100,Biopsy of eyelid lining,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68110,Remove eyelid lining lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68115,Remove eyelid lining lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68130,Remove eyelid lining lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68135,Remove eyelid lining lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68200,Treat eyelid by injection,Q1,5734,1.3495,$109.03,.,$21.81,,,
68320,Revise/graft eyelid lining,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68325,Revise/graft eyelid lining,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68326,Revise/graft eyelid lining,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68328,Revise/graft eyelid lining,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68330,Revise eyelid lining,J1,5491,25.0252,"$2,021.86",.,$404.38,,,
68335,Revise/graft eyelid lining,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68340,Separate eyelid adhesions,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68360,Revise eyelid lining,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68362,Revise eyelid lining,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68371,Harvest eye tissue alograft,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68399,Eyelid lining surgery,T,5501,3.3479,$270.49,.,$54.10,,,
68400,Incise/drain tear gland,T,5502,9.9881,$806.97,.,$161.40,,,
68420,Incise/drain tear sac,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68440,Incise tear duct opening,T,5501,3.3479,$270.49,.,$54.10,,,
68500,Removal of tear gland,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68505,Partial removal tear gland,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68510,Biopsy of tear gland,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68520,Removal of tear sac,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68525,Biopsy of tear sac,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68530,Clearance of tear duct,T,5501,3.3479,$270.49,.,$54.10,,,
68540,Remove tear gland lesion,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68550,Remove tear gland lesion,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68700,Repair tear ducts,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68705,Revise tear duct opening,T,5501,3.3479,$270.49,.,$54.10,,,
68720,Create tear sac drain,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68745,Create tear duct drain,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68750,Create tear duct drain,J1,5504,38.7046,"$3,127.06",.,$625.42,,,
68760,Close tear duct opening,T,5501,3.3479,$270.49,.,$54.10,,,
68761,Close tear duct opening,T,5501,3.3479,$270.49,.,$54.10,,,
68770,Close tear system fistula,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68801,Dilate tear duct opening,Q1,5735,4.5003,$363.59,.,$72.72,,,
68810,Probe nasolacrimal duct,T,5501,3.3479,$270.49,.,$54.10,,,
68811,Probe nasolacrimal duct,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68815,Probe nasolacrimal duct,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68816,Probe nl duct w/balloon,J1,5503,23.9526,"$1,935.20",.,$387.04,,,
68840,Explore/irrigate tear ducts,T,5501,3.3479,$270.49,.,$54.10,,,
68850,Injection for tear sac x-ray,N,,,,,,,,
68899,Tear duct system surgery,T,5501,3.3479,$270.49,.,$54.10,,,
69000,Drain external ear lesion,T,5071,7.5503,$610.01,.,$122.01,,,
69005,Drain external ear lesion,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
69020,Drain outer ear canal lesion,T,5071,7.5503,$610.01,.,$122.01,,,
69090,Pierce earlobes,E1,,,,,,,,
69100,Biopsy of external ear,T,5161,2.5205,$203.64,.,$40.73,,,
69105,Biopsy of external ear canal,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
69110,Remove external ear partial,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
69120,Removal of external ear,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69140,Remove ear canal lesion(s),J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69145,Remove ear canal lesion(s),J1,5073,28.7016,"$2,318.89",.,$463.78,,,
69150,Extensive ear canal surgery,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69155,Extensive ear/neck surgery,C,,,,,,,,
69200,Clear outer ear canal,Q1,5734,1.3495,$109.03,.,$21.81,,,
69205,Clear outer ear canal,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
69209,Remove impacted ear wax uni,Q1,5733,0.6809,$55.01,.,$11.01,,,
69210,Remove impacted ear wax uni,Q1,5733,0.6809,$55.01,.,$11.01,,,
69220,Clean out mastoid cavity,Q1,5051,2.1627,$174.73,.,$34.95,,,
69222,Clean out mastoid cavity,T,5162,5.4673,$441.72,.,$88.35,,,
69300,Revise external ear,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69310,Rebuild outer ear canal,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69320,Rebuild outer ear canal,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69399,Outer ear surgery procedure,T,5161,2.5205,$203.64,.,$40.73,,,
69420,Incision of eardrum,T,5161,2.5205,$203.64,.,$40.73,,,
69421,Incision of eardrum,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69424,Remove ventilating tube,Q2,5164,32.4198,"$2,619.29",.,$523.86,,,
69433,Create eardrum opening,T,5162,5.4673,$441.72,.,$88.35,,,
69436,Create eardrum opening,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
69440,Exploration of middle ear,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69450,Eardrum revision,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69501,Mastoidectomy,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69502,Mastoidectomy,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69505,Remove mastoid structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69511,Extensive mastoid surgery,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69530,Extensive mastoid surgery,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69535,Remove part of temporal bone,C,,,,,,,,
69540,Remove ear lesion,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
69550,Remove ear lesion,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69552,Remove ear lesion,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69554,Remove ear lesion,C,,,,,,,,
69601,Mastoid surgery revision,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69602,Mastoid surgery revision,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69603,Mastoid surgery revision,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69604,Mastoid surgery revision,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69605,Mastoid surgery revision,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69610,Repair of eardrum,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
69620,Repair of eardrum,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69631,Repair eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69632,Rebuild eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69633,Rebuild eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69635,Repair eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69636,Rebuild eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69637,Rebuild eardrum structures,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69641,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69642,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69643,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69644,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69645,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69646,Revise middle ear & mastoid,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69650,Release middle ear bone,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69660,Revise middle ear bone,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69661,Revise middle ear bone,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69662,Revise middle ear bone,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69666,Repair middle ear structures,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69667,Repair middle ear structures,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69670,Remove mastoid air cells,J1,5165,60.0365,"$4,850.53",.,$970.11,,,
69676,Remove middle ear nerve,J1,5164,32.4198,"$2,619.29",.,$523.86,,,
69700,Close mastoid fistula,J1,5163,16.7012,"$1,349.34",.,$269.87,,,
69710,Implant/replace hearing aid,E1,,,,,,,,
